day,city,flow
201903240600,贵州,44004.35
201903240700,贵州,97488.16
201903240800,贵州,148103.09
201903240900,贵州,179862.32
201903241000,贵州,200251.98
201903241100,贵州,209268.22
201903241200,贵州,225065.7
201903241300,贵州,218614.64
201903241400,贵州,211099.5
201903241500,贵州,210717.22
201903241600,贵州,211506.94
201903241700,贵州,210632.4
201903241800,贵州,212572.76
201903241900,贵州,230721.24
201903242100,贵州,272664.53
201903242200,贵州,257942.52
201903242300,贵州,205620.55
201903250000,贵州,135513.63
201903250100,贵州,79352.73
201903250200,贵州,49549.04
201903250300,贵州,34104.52
201903250400,贵州,26168.31
201903250500,贵州,24792.09
201903250600,贵州,44562.68
201903250700,贵州,90714.94
201903250800,贵州,119492.39
201903250900,贵州,133490.63
201903251000,贵州,145341.47
201903251100,贵州,152587.66
201903251200,贵州,181352.97
201903251300,贵州,174795.24
201903251400,贵州,154962.66
201903251500,贵州,155927.27
201903251600,贵州,164980.72
201903251700,贵州,178040.83
201903251800,贵州,190645.51
